province_id,province_vi,region,region_id,year,D1,D2,D3,D4,D5,D6,D7,D8,total_papi,total_papi_6dim,total_official,n_dims,rank_year,tier
37,Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,3,2013,4.463257,5.521955,5.590503,6.087518,6.979913,7.158373,,,35.80152,35.80152,,6,43,TB thấp
38,Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2013,4.573864,5.569426,5.627867,5.717951,6.64438,7.189035,,,35.32252,35.32252,,6,50,Thấp nhất
39,Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2013,4.493525,5.528231,5.366606,6.195524,7.386457,7.359473,,,36.329815,36.32982,,6,39,TB thấp
40,Kon Tum,Tây Nguyên,4,2013,5.364465,5.301191,5.123622,4.737928,7.056559,6.824399,,,34.408165,34.408165,,6,58,Thấp nhất
41,Gia Lai,Tây Nguyên,4,2013,5.453024,5.857631,5.809501,6.828855,7.179781,6.18372,,,37.312515,37.312515,,6,27,TB cao
42,Đắk Lắk,Tây Nguyên,4,2013,4.72217,5.900704,5.562335,6.253196,7.161703,6.917483,,,36.51759,36.51759,,6,36,TB thấp
43,Đắk Nông,Tây Nguyên,4,2013,5.286704,6.239407,6.035557,5.799385,7.115542,6.471931,,,36.948524,36.948524,,6,32,TB thấp
44,Lâm Đồng,Tây Nguyên,4,2013,5.173715,5.176931,5.163729,5.774553,7.262709,6.93626,,,35.4879,35.4879,,6,47,TB thấp
45,Bình Phước,Đông Nam Bộ,5,2013,5.209824,5.809082,5.608911,5.58458,7.051136,6.119544,,,35.383076,35.383076,,6,49,Thấp nhất
46,Tây Ninh,Đông Nam Bộ,5,2013,4.790494,5.651204,5.157679,6.298645,6.49551,6.496582,,,34.890114,34.890114,,6,54,Thấp nhất
47,Bình Dương,Đông Nam Bộ,5,2013,5.200507,6.134542,5.800822,6.85261,7.006926,7.007874,,,38.00328,38.00328,,6,14,Cao nhất
48,Đồng Nai,Đông Nam Bộ,5,2013,5.483231,5.698238,5.275082,5.53716,6.920859,6.768444,,,35.683014,35.683014,,6,44,TB thấp
49,Bà Rịa - Vũng Tàu,Đông Nam Bộ,5,2013,5.237306,6.354262,5.814311,6.527862,7.056129,7.429646,,,38.419518,38.419518,,6,11,Cao nhất
50,Hồ Chí Minh,Đông Nam Bộ,5,2013,4.792554,6.277695,5.642437,6.306455,7.074094,7.233176,,,37.326412,37.326412,,6,26,TB cao
51,Long An,Đồng bằng sông Cửu Long,6,2013,5.505705,6.003865,6.117835,7.506531,7.425664,7.175954,,,39.73555,39.73555,,6,3,Cao nhất
52,Tiền Giang,Đồng bằng sông Cửu Long,6,2013,5.475101,5.790381,5.753316,7.601068,7.336592,6.689875,,,38.64633,38.646336,,6,8,Cao nhất
53,Bến Tre,Đồng bằng sông Cửu Long,6,2013,5.372809,5.8037,5.809909,6.504875,7.282234,6.881066,,,37.654594,37.654594,,6,19,TB cao
54,Trà Vinh,Đồng bằng sông Cửu Long,6,2013,5.193829,5.963862,5.993282,6.493532,6.419325,6.900395,,,36.964226,36.964226,,6,31,TB cao
55,Vĩnh Long,Đồng bằng sông Cửu Long,6,2013,4.983923,5.719668,5.164208,6.868273,7.050932,7.759428,,,37.546432,37.546432,,6,22,TB cao
56,Đồng Tháp,Đồng bằng sông Cửu Long,6,2013,4.636302,5.02873,5.492524,6.031972,6.732641,6.589362,,,34.51153,34.51153,,6,57,Thấp nhất
57,An Giang,Đồng bằng sông Cửu Long,6,2013,4.792465,5.297317,4.638314,6.535287,6.679251,7.101456,,,35.04409,35.04409,,6,53,Thấp nhất
58,Kiên Giang,Đồng bằng sông Cửu Long,6,2013,4.586549,5.169961,5.35605,6.208075,6.735466,7.459181,,,35.51528,35.51528,,6,46,TB thấp
59,Cần Thơ,Đồng bằng sông Cửu Long,6,2013,5.390443,6.045768,5.168157,7.174639,6.845201,6.752762,,,37.37697,37.37697,,6,25,TB cao
60,Hậu Giang,Đồng bằng sông Cửu Long,6,2013,5.726117,5.556327,6.098305,6.489192,6.89316,7.051122,,,37.814224,37.814224,,6,15,Cao nhất
61,Sóc Trăng,Đồng bằng sông Cửu Long,6,2013,4.621329,5.437511,5.901202,6.953246,6.368151,6.868094,,,36.149532,36.149532,,6,40,TB thấp
62,Bạc Liêu,Đồng bằng sông Cửu Long,6,2013,4.8369,5.239207,4.989858,6.383119,6.370854,6.93742,,,34.75736,34.75736,,6,55,Thấp nhất
63,Cà Mau,Đồng bằng sông Cửu Long,6,2013,4.449255,5.41515,5.505454,6.597187,6.586338,6.024926,,,34.57831,34.57831,,6,56,Thấp nhất
1,Hà Giang,Trung du và miền núi phía Bắc,1,2014,4.344393,4.936464,4.671476,5.319895,6.418913,6.335187,,,32.02633,32.02633,,6,61,Thấp nhất
2,Cao Bằng,Trung du và miền núi phía Bắc,1,2014,4.836926,5.432925,5.216737,5.402818,6.543669,6.400385,,,33.833458,33.833458,,6,59,Thấp nhất
3,Bắc Kạn,Trung du và miền núi phía Bắc,1,2014,5.331256,6.205537,5.481455,6.054775,6.710112,6.804992,,,36.588127,36.588127,,6,28,TB cao
4,Tuyên Quang,Trung du và miền núi phía Bắc,1,2014,5.340539,6.429354,5.965372,6.53689,6.806693,6.77684,,,37.85569,37.85569,,6,14,Cao nhất
5,Lào Cai,Trung du và miền núi phía Bắc,1,2014,5.412144,6.624942,5.532502,5.378219,6.881722,6.786867,,,36.616394,36.616394,,6,26,TB cao
6,Yên Bái,Trung du và miền núi phía Bắc,1,2014,5.193882,6.317038,5.4932,5.394553,7.001187,6.673364,,,36.073223,36.073223,,6,37,TB thấp
7,Thái Nguyên,Trung du và miền núi phía Bắc,1,2014,5.521908,5.819355,5.732812,5.40799,7.166579,6.715886,,,36.364532,36.36453,,6,34,TB thấp
8,Lạng Sơn,Trung du và miền núi phía Bắc,1,2014,4.990617,6.622439,5.856305,6.26675,7.065934,7.106116,,,37.90816,37.90816,,6,13,Cao nhất
9,Bắc Giang,Trung du và miền núi phía Bắc,1,2014,,,,,,,,,,,,0,,
10,Phú Thọ,Trung du và miền núi phía Bắc,1,2014,5.037911,5.785221,6.151046,6.37753,6.981248,6.483455,,,36.81641,36.81641,,6,25,TB cao
11,Điện Biên,Trung du và miền núi phía Bắc,1,2014,4.572456,5.829515,5.31331,4.847033,6.75481,6.656869,,,33.97399,33.97399,,6,58,Thấp nhất
12,Lai Châu,Trung du và miền núi phía Bắc,1,2014,4.576239,4.802773,5.177181,5.613084,6.553261,6.681549,,,33.404087,33.404087,,6,60,Thấp nhất
13,Sơn La,Trung du và miền núi phía Bắc,1,2014,4.789366,5.664955,5.689134,6.026382,6.636449,6.236675,,,35.04296,35.04296,,6,49,Thấp nhất
14,Hòa Bình,Trung du và miền núi phía Bắc,1,2014,5.478205,6.501444,5.940162,6.272914,7.005573,7.033682,,,38.23198,38.23198,,6,9,Cao nhất
15,Hà Nội,Đồng bằng sông Hồng,2,2014,5.306829,6.006218,5.635981,5.229061,6.802405,6.821354,,,35.80185,35.80185,,6,41,TB thấp
16,Vĩnh Phúc,Đồng bằng sông Hồng,2,2014,5.316336,6.009252,6.372838,5.752437,7.24107,6.856871,,,37.548805,37.548805,,6,16,TB cao
17,Bắc Ninh,Đồng bằng sông Hồng,2,2014,5.264646,5.21798,5.504672,5.335624,6.825671,7.10057,,,35.24916,35.249165,,6,46,Thấp nhất
18,Quảng Ninh,Đồng bằng sông Hồng,2,2014,5.348964,5.474033,5.438408,5.622664,6.402996,6.560633,,,34.847694,34.8477,,6,52,Thấp nhất
19,Hải Dương,Đồng bằng sông Hồng,2,2014,5.251472,5.757725,6.065988,5.327963,6.786558,7.02084,,,36.21055,36.21055,,6,36,TB thấp
20,Hải Phòng,Đồng bằng sông Hồng,2,2014,4.754235,6.04161,4.505553,4.916721,7.083448,7.67017,,,34.971737,34.971737,,6,51,Thấp nhất
21,Hưng Yên,Đồng bằng sông Hồng,2,2014,4.903127,5.718697,5.660532,5.987293,6.518282,7.075335,,,35.863266,35.863266,,6,39,TB thấp
22,Thái Bình,Đồng bằng sông Hồng,2,2014,5.681632,6.799665,5.612403,6.299724,6.812218,6.986079,,,38.19172,38.191723,,6,10,Cao nhất
23,Hà Nam,Đồng bằng sông Hồng,2,2014,5.38939,5.740205,6.363427,6.181289,6.708529,6.921676,,,37.304516,37.304516,,6,17,TB cao
24,Nam Định,Đồng bằng sông Hồng,2,2014,5.06412,6.822421,6.294858,6.196775,7.23816,7.266819,,,38.883152,38.883156,,6,5,Cao nhất
25,Ninh Bình,Đồng bằng sông Hồng,2,2014,4.966778,6.13316,5.467748,6.314884,7.130974,6.906337,,,36.91988,36.91988,,6,23,TB cao
26,Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.283776,5.967282,5.793922,6.136946,6.826482,6.871338,,,36.879745,36.879745,,6,24,TB cao
27,Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,4.989612,6.117757,6.217053,5.536351,7.033844,6.701743,,,36.59636,36.59636,,6,27,TB cao
28,Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.669497,5.812871,5.723183,6.472073,7.166885,6.724951,,,37.569458,37.569458,,6,15,Cao nhất
29,Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.266743,6.191833,6.55151,6.642113,7.331928,7.257976,,,39.242104,39.242104,,6,3,Cao nhất
30,Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.893736,6.676156,6.667504,6.509211,6.982222,7.115891,,,39.84472,39.84472,,6,1,Cao nhất
31,Thừa Thiên Huế,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.145447,6.018938,5.775127,6.11532,6.67384,7.289992,,,37.018665,37.018665,,6,21,TB cao
32,Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,4.832156,6.160239,6.041602,5.633354,7.613504,7.730553,,,38.011406,38.01141,,6,12,Cao nhất
33,Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,4.982928,5.597957,5.767764,6.540109,6.555966,6.953062,,,36.397785,36.397785,,6,33,TB thấp
34,Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.064489,6.653504,6.184994,6.80467,6.756465,7.186755,,,38.65088,38.65088,,6,7,Cao nhất
35,Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,5.772822,6.295089,5.929243,6.573321,6.701671,7.347323,,,38.61947,38.61947,,6,8,Cao nhất
36,Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,4.446579,5.178139,5.717823,5.280844,6.428483,7.06979,,,34.12166,34.12166,,6,56,Thấp nhất
37,Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,4.640225,5.182248,5.432399,5.334412,6.708451,6.8094,,,34.107136,34.107136,,6,57,Thấp nhất
38,Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,3.963161,5.081825,5.038487,6.214525,6.709838,7.353967,,,34.3618,34.3618,,6,54,Thấp nhất
39,Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2014,4.673031,5.734916,5.288186,6.226382,7.104673,7.495085,,,36.522274,36.522274,,6,32,TB thấp
40,Kon Tum,Tây Nguyên,4,2014,4.750922,5.408784,5.517918,5.129385,7.021752,6.701216,,,34.529976,34.529976,,6,53,Thấp nhất
41,Gia Lai,Tây Nguyên,4,2014,5.513556,5.345113,5.740736,5.896186,7.307343,6.445019,,,36.24795,36.24795,,6,35,TB thấp
42,Đắk Lắk,Tây Nguyên,4,2014,4.370178,6.393502,5.261272,6.160064,6.847652,6.643153,,,35.67582,35.675823,,6,43,TB thấp
43,Đắk Nông,Tây Nguyên,4,2014,5.635555,6.021757,5.641593,5.99027,7.068642,6.566365,,,36.924183,36.924183,,6,22,TB cao
44,Lâm Đồng,Tây Nguyên,4,2014,5.05987,5.745748,5.61174,6.244159,6.737226,7.12962,,,36.528366,36.528366,,6,31,TB thấp
45,Bình Phước,Đông Nam Bộ,5,2014,4.945031,5.711942,5.27632,5.894135,7.138591,6.009086,,,34.975105,34.975105,,6,50,Thấp nhất
46,Tây Ninh,Đông Nam Bộ,5,2014,4.427047,5.08141,5.780083,6.434372,7.017725,6.348532,,,35.08917,35.08917,,6,48,Thấp nhất
47,Bình Dương,Đông Nam Bộ,5,2014,5.116319,6.117727,5.740925,7.22568,7.051156,7.644472,,,38.89628,38.89628,,6,4,Cao nhất
48,Đồng Nai,Đông Nam Bộ,5,2014,4.748907,5.42009,5.525814,5.442304,7.2722,6.813975,,,35.22329,35.22329,,6,47,Thấp nhất
49,Bà Rịa - Vũng Tàu,Đông Nam Bộ,5,2014,5.56625,6.585437,5.773271,5.74264,6.843654,7.594919,,,38.10617,38.10617,,6,11,Cao nhất
50,Hồ Chí Minh,Đông Nam Bộ,5,2014,4.693834,5.84541,5.782167,6.397514,6.847215,7.536371,,,37.102512,37.102512,,6,20,TB cao
51,Long An,Đồng bằng sông Cửu Long,6,2014,4.935528,6.728463,6.179594,6.669854,7.209657,7.127376,,,38.85047,38.85047,,6,6,Cao nhất
52,Tiền Giang,Đồng bằng sông Cửu Long,6,2014,4.548759,5.388211,5.533657,6.474493,6.939955,6.735062,,,35.620136,35.620136,,6,44,TB thấp
53,Bến Tre,Đồng bằng sông Cửu Long,6,2014,4.551163,5.78615,6.115741,6.454791,6.766984,6.893786,,,36.568615,36.568615,,6,30,TB cao
54,Trà Vinh,Đồng bằng sông Cửu Long,6,2014,4.369359,5.619759,5.805624,6.449008,6.877658,6.700529,,,35.821938,35.821938,,6,40,TB thấp
55,Vĩnh Long,Đồng bằng sông Cửu Long,6,2014,4.775074,6.299161,6.539651,7.272801,6.986482,7.859983,,,39.733154,39.73315,,6,2,Cao nhất
56,Đồng Tháp,Đồng bằng sông Cửu Long,6,2014,,,,,,,,,,,,0,,
57,An Giang,Đồng bằng sông Cửu Long,6,2014,4.756897,5.583562,5.732325,7.017166,6.889343,7.164692,,,37.143986,37.143986,,6,19,TB cao
58,Kiên Giang,Đồng bằng sông Cửu Long,6,2014,4.381222,5.069269,5.701316,5.99188,6.909579,7.262187,,,35.315453,35.315453,,6,45,TB thấp
59,Cần Thơ,Đồng bằng sông Cửu Long,6,2014,4.830733,5.060485,5.102675,5.927576,6.594952,6.707688,,,34.22411,34.22411,,6,55,Thấp nhất
60,Hậu Giang,Đồng bằng sông Cửu Long,6,2014,4.380045,6.064161,5.994379,6.616528,6.77984,6.749629,,,36.58458,36.584583,,6,29,TB cao
61,Sóc Trăng,Đồng bằng sông Cửu Long,6,2014,4.647972,5.447761,5.750111,6.679101,6.425196,6.829839,,,35.779984,35.77998,,6,42,TB thấp
62,Bạc Liêu,Đồng bằng sông Cửu Long,6,2014,4.763083,5.372011,5.628025,6.593053,6.709391,6.942039,,,36.0076,36.0076,,6,38,TB thấp
63,Cà Mau,Đồng bằng sông Cửu Long,6,2014,5.206726,5.795309,5.613258,7.285778,6.814811,6.459076,,,37.174957,37.174957,,6,18,TB cao
1,Hà Giang,Trung du và miền núi phía Bắc,1,2015,3.9248707,5.13803,4.704545,4.756369,6.343087,6.860514,,,31.727417,31.727415,,6,63,Thấp nhất
2,Cao Bằng,Trung du và miền núi phía Bắc,1,2015,4.534447,5.918897,4.811921,5.4041944,6.5094604,6.682748,,,33.861668,33.861668,,6,53,Thấp nhất
3,Bắc Kạn,Trung du và miền núi phía Bắc,1,2015,4.7232246,5.851951,5.311238,5.4839907,6.756352,6.781946,,,34.908703,34.9087,,6,40,TB thấp
4,Tuyên Quang,Trung du và miền núi phía Bắc,1,2015,5.126594,6.1333275,4.9877095,6.1099944,6.9571652,7.23723,,,36.55202,36.55202,,6,19,TB cao
5,Lào Cai,Trung du và miền núi phía Bắc,1,2015,4.497755,5.941654,5.991447,5.1970673,6.9820285,7.1197424,,,35.729694,35.729694,,6,28,TB cao
6,Yên Bái,Trung du và miền núi phía Bắc,1,2015,4.157199,4.9716563,5.546785,4.960602,6.8674397,6.449074,,,32.952755,32.952755,,6,59,Thấp nhất
7,Thái Nguyên,Trung du và miền núi phía Bắc,1,2015,5.3730044,5.956731,5.3787556,5.8787923,7.1828613,6.9674983,,,36.73764,36.73764,,6,15,Cao nhất
8,Lạng Sơn,Trung du và miền núi phía Bắc,1,2015,4.244066,5.672119,5.3342,6.0409584,6.8607745,6.808551,,,34.96067,34.96067,,6,39,TB thấp
9,Bắc Giang,Trung du và miền núi phía Bắc,1,2015,5.405128,5.4085274,5.467936,6.211486,7.0313625,6.894715,,,36.419155,36.419155,,6,21,TB cao
10,Phú Thọ,Trung du và miền núi phía Bắc,1,2015,5.8418474,5.850977,6.946532,6.649048,6.8936787,6.876425,,,39.058506,39.05851,,6,3,Cao nhất
11,Điện Biên,Trung du và miền núi phía Bắc,1,2015,4.6079683,5.848804,5.723064,5.420958,6.735698,6.9214063,,,35.257896,35.2579,,6,35,TB thấp
12,Lai Châu,Trung du và miền núi phía Bắc,1,2015,3.750853,4.892289,5.6162653,5.0420647,7.1164517,6.3366895,,,32.754612,32.754612,,6,61,Thấp nhất
13,Sơn La,Trung du và miền núi phía Bắc,1,2015,4.8075876,5.242597,5.964963,5.8681774,6.763148,6.8625736,,,35.509045,35.50905,,6,31,TB cao
14,Hòa Bình,Trung du và miền núi phía Bắc,1,2015,5.744875,5.520368,5.866659,5.604619,6.882348,7.043001,,,36.661873,36.661873,,6,17,TB cao
15,Hà Nội,Đồng bằng sông Hồng,2,2015,5.054007,5.219942,5.583774,4.993017,6.5303802,6.720777,,,34.1019,34.1019,,6,50,Thấp nhất
16,Vĩnh Phúc,Đồng bằng sông Hồng,2,2015,4.6969733,5.633615,5.296115,6.1173716,6.7067513,7.1152005,,,35.56603,35.56603,,6,30,TB cao
17,Bắc Ninh,Đồng bằng sông Hồng,2,2015,5.744455,5.6572676,6.827278,5.676352,7.506879,7.6277146,,,39.039948,39.039948,,6,4,Cao nhất
18,Quảng Ninh,Đồng bằng sông Hồng,2,2015,5.1979375,5.3263893,5.690183,5.7191944,6.789462,6.682907,,,35.406075,35.406075,,6,32,TB thấp
19,Hải Dương,Đồng bằng sông Hồng,2,2015,5.5158563,5.648189,6.204869,5.940544,7.19122,6.917359,,,37.418037,37.418037,,6,10,Cao nhất
20,Hải Phòng,Đồng bằng sông Hồng,2,2015,4.5056415,5.1745286,4.897899,5.5231595,6.9892573,7.0550795,,,34.145565,34.145565,,6,49,Thấp nhất
21,Hưng Yên,Đồng bằng sông Hồng,2,2015,5.1614995,5.081197,5.590327,5.1308537,6.5897484,7.4928784,,,35.0465,35.046505,,6,37,TB thấp
22,Thái Bình,Đồng bằng sông Hồng,2,2015,5.799447,5.940236,5.972408,5.9635153,6.800124,6.939197,,,37.414925,37.41493,,6,11,Cao nhất
23,Hà Nam,Đồng bằng sông Hồng,2,2015,4.929575,5.769777,5.4224463,5.8423133,6.9245806,6.908318,,,35.797012,35.797012,,6,26,TB cao
24,Nam Định,Đồng bằng sông Hồng,2,2015,5.36307,6.121603,6.5707955,5.8858347,7.179751,7.003803,,,38.124855,38.124855,,6,7,Cao nhất
25,Ninh Bình,Đồng bằng sông Hồng,2,2015,4.9573336,5.481633,5.668358,6.2693233,7.1985097,7.452815,,,37.027973,37.027973,,6,12,Cao nhất
26,Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,5.158811,5.9418597,5.7441654,6.415821,7.184585,7.086823,,,37.532066,37.532066,,6,9,Cao nhất
27,Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,5.2892985,5.8993406,6.053118,5.514982,6.914537,6.6873417,,,36.35862,36.35862,,6,22,TB cao
28,Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,6.4440413,7.239541,7.505689,6.6665397,7.30238,7.171611,,,42.329803,42.329803,,6,1,Cao nhất
29,Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.8688583,5.275046,6.140071,5.9395967,7.2056565,7.122945,,,36.552174,36.55217,,6,18,TB cao
30,Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,5.286868,6.020316,6.4053698,6.6902547,6.7386956,7.024519,,,38.166023,38.166023,,6,6,Cao nhất
31,Thừa Thiên Huế,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.879218,5.3956246,5.5822735,6.020263,6.7120843,7.356228,,,35.945694,35.945694,,6,24,TB cao
32,Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,5.068375,5.476704,5.8549466,5.5828333,7.175151,7.530273,,,36.688286,36.688286,,6,16,Cao nhất
33,Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,5.864798,5.544469,5.519557,6.513218,6.418558,6.665182,,,36.525784,36.525784,,6,20,TB cao
34,Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.0800033,4.6045647,5.3916345,5.37799,5.8951063,6.411692,,,31.760992,31.760992,,6,62,Thấp nhất
35,Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.799209,5.645652,5.9411736,6.111479,6.693518,6.901805,,,36.092834,36.092834,,6,23,TB cao
36,Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.6376805,5.2144947,5.320215,5.2811084,6.2835417,7.0490794,,,33.786118,33.78612,,6,54,Thấp nhất
37,Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.469908,4.6951632,5.20008,5.546573,6.540922,6.942085,,,33.39473,33.39473,,6,57,Thấp nhất
38,Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.430585,4.494574,5.1707416,5.987932,6.4166746,7.371925,,,33.872433,33.872433,,6,52,Thấp nhất
39,Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,3,2015,4.7315793,4.706601,5.56927,5.584617,6.941043,7.132246,,,34.665356,34.66536,,6,41,TB thấp
40,Kon Tum,Tây Nguyên,4,2015,4.380566,4.923413,5.751386,5.106947,6.3692856,6.775642,,,33.30724,33.30724,,6,58,Thấp nhất
41,Gia Lai,Tây Nguyên,4,2015,4.839014,5.33186,5.480218,5.466562,6.9015055,6.514363,,,34.533524,34.53352,,6,43,TB thấp
42,Đắk Lắk,Tây Nguyên,4,2015,4.600323,5.2783456,5.4351034,5.0693445,7.02151,7.130829,,,34.535458,34.535458,,6,42,TB thấp
43,Đắk Nông,Tây Nguyên,4,2015,4.8411584,4.9197335,5.013139,5.9404216,6.376288,6.318679,,,33.409416,33.40942,,6,56,Thấp nhất
44,Lâm Đồng,Tây Nguyên,4,2015,4.675669,4.9196987,5.568984,5.2159142,6.759224,7.0733547,,,34.212845,34.212845,,6,48,Thấp nhất
45,Bình Phước,Đông Nam Bộ,5,2015,4.761776,5.6469045,5.6988177,5.672193,7.284407,6.3238826,,,35.387978,35.38798,,6,33,TB thấp
46,Tây Ninh,Đông Nam Bộ,5,2015,4.8388414,4.738324,5.60659,6.5727735,6.8024626,7.1785717,,,35.737564,35.737564,,6,27,TB cao
47,Bình Dương,Đông Nam Bộ,5,2015,4.2307205,5.3868737,4.7971625,4.869082,6.715881,6.865167,,,32.864887,32.864887,,6,60,Thấp nhất
48,Đồng Nai,Đông Nam Bộ,5,2015,4.7773423,5.084137,5.6042843,5.8992586,6.767115,7.502705,,,35.634842,35.634842,,6,29,TB cao
49,Bà Rịa - Vũng Tàu,Đông Nam Bộ,5,2015,4.3737736,5.1840053,5.1717033,5.692946,6.8280635,7.219943,,,34.470436,34.470436,,6,44,TB thấp
50,Hồ Chí Minh,Đông Nam Bộ,5,2015,4.266043,5.4145374,4.9689507,5.1402855,7.049416,7.384117,,,34.22335,34.22335,,6,47,TB thấp
51,Long An,Đồng bằng sông Cửu Long,6,2015,4.9436717,6.2561812,6.0293345,7.02916,7.456484,7.2338924,,,38.948723,38.948723,,6,5,Cao nhất
52,Tiền Giang,Đồng bằng sông Cửu Long,6,2015,4.361555,4.9456677,5.221514,6.1533647,6.9578385,6.4187675,,,34.05871,34.058704,,6,51,Thấp nhất
53,Bến Tre,Đồng bằng sông Cửu Long,6,2015,5.123762,5.816334,5.6560545,6.361141,7.0097065,6.8857,,,36.8527,36.8527,,6,13,Cao nhất
54,Trà Vinh,Đồng bằng sông Cửu Long,6,2015,4.63258,4.803278,5.437135,7.270696,6.6830463,6.425289,,,35.25202,35.252026,,6,36,TB thấp
55,Vĩnh Long,Đồng bằng sông Cửu Long,6,2015,4.5361037,5.4803405,5.7680945,6.5609503,6.6372175,7.755996,,,36.7387,36.738705,,6,14,Cao nhất
56,Đồng Tháp,Đồng bằng sông Cửu Long,6,2015,5.1620774,5.7296906,6.2418013,6.6826997,7.0371127,7.05728,,,37.91066,37.91066,,6,8,Cao nhất
57,An Giang,Đồng bằng sông Cửu Long,6,2015,4.3847084,4.823059,5.2849216,5.8526683,6.6524916,7.2904425,,,34.288292,34.288292,,6,46,TB thấp
58,Kiên Giang,Đồng bằng sông Cửu Long,6,2015,4.6176624,4.8182254,4.8247075,6.4052963,6.529671,7.2478385,,,34.4434,34.4434,,6,45,TB thấp
59,Cần Thơ,Đồng bằng sông Cửu Long,6,2015,5.113498,6.136488,6.2653637,7.2241697,7.386451,7.21817,,,39.344143,39.344143,,6,2,Cao nhất
60,Hậu Giang,Đồng bằng sông Cửu Long,6,2015,4.34862,4.9768915,5.3188615,6.295865,6.1521826,6.6700516,,,33.762474,33.762474,,6,55,Thấp nhất
61,Sóc Trăng,Đồng bằng sông Cửu Long,6,2015,4.8876634,5.230878,5.1611834,6.5903873,6.4417706,6.9579115,,,35.269794,35.269794,,6,34,TB thấp
62,Bạc Liêu,Đồng bằng sông Cửu Long,6,2015,4.715172,4.7790504,5.5404134,6.4003296,6.578458,6.9501348,,,34.96356,34.96356,,6,38,TB thấp
63,Cà Mau,Đồng bằng sông Cửu Long,6,2015,4.6055512,5.497462,5.6770053,6.3989363,6.8319793,6.810348,,,35.82128,35.82128,,6,25,TB cao
1,Hà Giang,Trung du và miền núi phía Bắc,1,2016,5.339402,5.274486,4.403687,5.823136,6.6352673,6.4813995,,,33.957375,33.957375,,6,56,Thấp nhất
2,Cao Bằng,Trung du và miền núi phía Bắc,1,2016,5.207546,5.4993987,4.442169,5.5294614,7.018959,6.6263223,,,34.323856,34.323856,,6,53,Thấp nhất
3,Bắc Kạn,Trung du và miền núi phía Bắc,1,2016,5.35149,5.446347,5.051856,5.8969955,7.186898,6.6783967,,,35.611984,35.611984,,6,35,TB thấp
4,Tuyên Quang,Trung du và miền núi phía Bắc,1,2016,5.584713,5.62771,5.0169773,5.690065,7.3774166,7.259056,,,36.55594,36.55594,,6,24,TB cao
5,Lào Cai,Trung du và miền núi phía Bắc,1,2016,5.7328143,5.8939886,4.894874,5.3356843,6.8313103,7.03404,,,35.72271,35.72271,,6,32,TB thấp
6,Yên Bái,Trung du và miền núi phía Bắc,1,2016,5.4976783,5.1593623,4.8732104,5.164549,7.300868,6.680032,,,34.6757,34.675697,,6,49,Thấp nhất
7,Thái Nguyên,Trung du và miền núi phía Bắc,1,2016,6.178725,6.2296376,5.173735,5.4395337,6.9829993,6.982417,,,36.987045,36.98705,,6,19,TB cao
8,Lạng Sơn,Trung du và miền núi phía Bắc,1,2016,5.0862694,5.1681023,4.723731,5.861181,6.7620716,6.9998784,,,34.601234,34.601234,,6,51,Thấp nhất
9,Bắc Giang,Trung du và miền núi phía Bắc,1,2016,6.3995185,6.342478,4.287098,6.4571605,7.2800803,7.008497,,,37.774834,37.774834,,6,11,Cao nhất
