province_id,year,code,score
41,2013,D2,5.857631
41,2013,D3,5.809501
41,2013,D4,6.828855
41,2013,D5,7.179781
41,2013,D6,6.18372
42,2013,D1,4.72217
42,2013,D2,5.900704
42,2013,D3,5.562335
42,2013,D4,6.253196
42,2013,D5,7.161703
42,2013,D6,6.917483
43,2013,D1,5.286704
43,2013,D2,6.239407
43,2013,D3,6.035557
43,2013,D4,5.799385
43,2013,D5,7.115542
43,2013,D6,6.471931
44,2013,D1,5.173715
44,2013,D2,5.176931
44,2013,D3,5.163729
44,2013,D4,5.774553
44,2013,D5,7.262709
44,2013,D6,6.93626
45,2013,D1,5.209824
45,2013,D2,5.809082
45,2013,D3,5.608911
45,2013,D4,5.58458
45,2013,D5,7.051136
45,2013,D6,6.119544
46,2013,D1,4.790494
46,2013,D2,5.651204
46,2013,D3,5.157679
46,2013,D4,6.298645
46,2013,D5,6.49551
46,2013,D6,6.496582
47,2013,D1,5.200507
47,2013,D2,6.134542
47,2013,D3,5.800822
47,2013,D4,6.85261
47,2013,D5,7.006926
47,2013,D6,7.007874
48,2013,D1,5.483231
48,2013,D2,5.698238
48,2013,D3,5.275082
48,2013,D4,5.53716
48,2013,D5,6.920859
48,2013,D6,6.768444
49,2013,D1,5.237306
49,2013,D2,6.354262
49,2013,D3,5.814311
49,2013,D4,6.527862
49,2013,D5,7.056129
49,2013,D6,7.429646
50,2013,D1,4.792554
50,2013,D2,6.277695
50,2013,D3,5.642437
50,2013,D4,6.306455
50,2013,D5,7.074094
50,2013,D6,7.233176
51,2013,D1,5.505705
51,2013,D2,6.003865
51,2013,D3,6.117835
51,2013,D4,7.506531
51,2013,D5,7.425664
51,2013,D6,7.175954
52,2013,D1,5.475101
52,2013,D2,5.790381
52,2013,D3,5.753316
52,2013,D4,7.601068
52,2013,D5,7.336592
52,2013,D6,6.689875
53,2013,D1,5.372809
53,2013,D2,5.8037
53,2013,D3,5.809909
